what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1397237088884
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1397237088900
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1397237088900
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1397237088900
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1397237088900
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1397237088900
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1397237088900
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1397237088900
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1397237088900
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1397237088900
os,sysinfo,,,"win32",1397237088916
arch,sysinfo,,,"x86",1397237088916
ws,sysinfo,,,"win32",1397237088916
locale,sysinfo,,,"en_US",1397237088916
processors,sysinfo,,,"2",1397237088916
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1397237088916
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1397237088916
java.specification.name,sysinfo,,,"Java Platform API Specification",1397237088916
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1397237088916
java.specification.version,sysinfo,,,"1.6",1397237088916
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1397237088916
java.version,sysinfo,,,"1.6.0_31",1397237088916
java.vm.info,sysinfo,,,"mixed mode",1397237088916
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1397237088916
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1397237088916
